ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_1184	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_1185	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_1186	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_1187	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_1188	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_1189	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1190	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1191	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1192	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1193	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_1194	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_1195	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_1196	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_1197	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Edaphobacter
Seq_1198	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1199	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_1200	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1201	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1202	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1203	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified
Seq_1204	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_1205	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1206	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Cephaloticoccus
Seq_1207	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_1208	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified
Seq_1209	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_1210	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1211	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1212	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_1214	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_1216	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_1217	Bacteria	Cyanobacteriota	Cyanobacteriia	Unclassified	Unclassified	Unclassified
Seq_1218	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_1219	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1220	Bacteria	Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57 soil group	Unclassified	Unclassified
Seq_1221	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1222	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	URHD0088	Unclassified
Seq_1223	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Unclassified	Unclassified
Seq_1224	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_1225	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_1226	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1228	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1229	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Seq_1230	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_1231	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1232	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium
Seq_1233	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1234	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1236	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1237	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1238	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1239	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_1240	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_1241	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_1242	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria
Seq_1243	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_1244	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1245	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
Seq_1246	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Paraconexibacter
Seq_1247	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_1248	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_1249	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Unclassified	Unclassified	Unclassified
Seq_1250	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Unclassified
Seq_1251	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Unclassified
Seq_1252	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_1253	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_1254	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_1255	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_1256	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1257	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1258	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_1259	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_1261	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_1262	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_1263	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_1265	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_1266	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_1267	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified
Seq_1268	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1269	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_1270	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
Seq_1271	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia
Seq_1272	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1273	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_1274	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
Seq_1275	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1276	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_1277	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1279	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
Seq_1280	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
Seq_1281	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
Seq_1282	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1283	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_1284	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
Seq_1285	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_1286	Bacteria	Candidatus Kapabacteria	Kapabacteria	Kapabacteriales	Unclassified	Unclassified
Seq_1287	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Unclassified
Seq_1288	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_1289	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
Seq_1290	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_1291	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	S15-21	Unclassified
Seq_1292	Bacteria	Planctomycetota	BD7-11	Unclassified	Unclassified	Unclassified
Seq_1293	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_1294	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_1295	Bacteria	Chloroflexota	TK10	Unclassified	Unclassified	Unclassified
Seq_1296	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1297	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_1298	Bacteria	Myxococcota	Polyangiia	mle1-27	Unclassified	Unclassified
Seq_1299	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Unclassified
Seq_1300	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1301	Bacteria	Elusimicrobiota	Lineage IIa	Unclassified	Unclassified	Unclassified
Seq_1302	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1303	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Unclassified
Seq_1304	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Paludibacterium
Seq_1305	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_1306	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified
Seq_1307	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
Seq_1308	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_1309	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_1310	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_1311	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Rhodoblastus
Seq_1312	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1313	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_1314	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_1315	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
Seq_1316	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_1317	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_1318	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1319	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1320	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Unclassified
Seq_1321	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1322	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_1323	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1324	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_1325	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1326	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_1327	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1328	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_1329	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_1330	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_1331	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_1332	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1333	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus
Seq_1334	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified
Seq_1336	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_1337	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_1338	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Unclassified
Seq_1339	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_1340	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Unclassified
Seq_1342	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Unclassified	Unclassified
Seq_1343	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1344	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
Seq_1345	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_1346	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_1347	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_1348	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_1349	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_1350	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_1351	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_1352	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_1353	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1354	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_1355	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
Seq_1356	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_1357	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1358	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_1359	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_1360	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_1361	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_1362	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_1363	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_1364	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unclassified
Seq_1365	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_1366	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_1367	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unclassified
Seq_1368	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Unclassified
Seq_1369	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unclassified
Seq_1370	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified
Seq_1371	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	Unclassified
Seq_1372	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_1374	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_1375	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	Unclassified
Seq_1376	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_1377	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_1378	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_1379	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum
Seq_1380	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Fundidesulfovibrio
Seq_1381	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter
Seq_1382	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Heliimonas
Seq_1383	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	URHD0088	Unclassified
Seq_1384	Bacteria	FCPU426	Unclassified	Unclassified	Unclassified	Unclassified
Seq_1385	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1386	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_1387	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1388	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea
Seq_1389	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Cephaloticoccus
Seq_1390	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_1391	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_1392	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_1393	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_1394	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_1395	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_1396	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_1397	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_1398	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria
Seq_1399	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Acidicapsa
Seq_1400	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_1402	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_1403	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_1404	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_1405	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Unclassified
Seq_1406	Bacteria	Pseudomonadota	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter
Seq_1407	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_1409	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Minicystis
Seq_1410	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_1411	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_1412	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter
Seq_1413	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1415	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_1416	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas
Seq_1417	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus
Seq_1418	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified
Seq_1419	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_1420	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified
Seq_1421	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Seq_1422	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum
Seq_1423	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Unclassified	Unclassified	Unclassified
Seq_1424	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_1425	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_1426	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
